auteur,avis,contributions,hotel,nb_avis_total,note,note_moyenne,sentiment_label,sentiment_score,sentiment_num,sentiment_z,sentiment_polarity,langue,avis_clean,topic_id,topic_score,topic_label,macro_topic,nb_mots,influence_score,influential_flag
StefaanG,"Nous savions que la chambre était petite, mais nous n'avions pas remarqué que la longueur du lit avait été ajustée en conséquence. (Lit trop court) Il y avait une odeur de toilettes, nous avons donc été obligés de laisser la fenêtre",0,BW_Bretagne,549,2.0,3.8,2 stars,0.4620623588562011,2,-0.5,neg,fr,nous savions que la chambre était petite mais nous n'avions pas remarqué que la longueur du lit avait été ajustée en conséquence lit trop court il y avait une odeur de toilettes nous avons donc été obligés de laisser la fenêtre,3,0.1751672132142848,"chambre, petite, chambre petite, lit",Chambre / Confort,42,0.3130330491474729,0
Aghasi Baghramyan,"Très déçu, j'ai payé un hôtel 4 étoiles et j'ai obtenu un hôtel 2 étoiles pour 140 euros. La chambre était très petite, pas de place pour ouvrir vos bagages. Je ne le recommanderais à personne...",30,BW_Bretagne,549,2.0,3.8,1 star,0.7371843457221985,1,-1.0,neg,fr,très déçu j'ai payé un hôtel étoiles et j'ai obtenu un hôtel étoiles pour euros la chambre était très petite pas de place pour ouvrir vos bagages je ne le recommanderais à personne,3,0.1227369646512906,"chambre, petite, chambre petite, lit",Chambre / Confort,38,0.4867464336251596,0
Erikoesterberg,"Pas de climatisation, nous avons donc dû essayer de dormir la fenêtre ouverte, ce qui était très gênant depuis la rue. Internet était tellement lent qu'il était inutilisable. La chambre était la plus petite que j'aie jamais vue. Nous avions deux sacs et ne pouvions pas les ouvrir par terre en même temps.",0,BW_Bretagne,549,2.0,3.8,1 star,0.6718593239784241,1,-1.0,neg,fr,pas de climatisation nous avons donc dû essayer de dormir la fenêtre ouverte ce qui était très gênant depuis la rue internet était tellement lent qu'il était inutilisable la chambre était la plus petite que j'aie jamais vue nous avions deux sacs et ne pouvions pas les ouvrir par terre en même temps,3,0.1275787076549213,"chambre, petite, chambre petite, lit",Chambre / Confort,55,0.5054385667702883,1
577sebastianj,"Chambres très petites et mal insonorisées, réveillées par les conversations des voisins le matin. Pas du tout central, il fallait presque une demi-heure pour se rendre dans le centre de Paris. Très cher pour ce que c'est.",0,BW_Bretagne,549,2.0,3.8,2 stars,0.5668002963066101,2,-0.5,neg,fr,chambres très petites et mal insonorisées réveillées par les conversations des voisins le matin pas du tout central il fallait presque une demi-heure pour se rendre dans le centre de paris très cher pour ce que c'est,4,0.1181054062826046,"chambres, petites, chambres petites, propres",Chambre / Confort,39,0.2857479088597,0
Kurt Dallas,Donner 2 étoiles à cet endroit est extrêmement généreux Les chambres pourraient être plus propres et mériteraient d'être rénovées. Le service mériterait d'être un peu plus convivial,97,BW_Bretagne,549,2.0,3.8,2 stars,0.8394734263420105,2,-0.5,neg,fr,donner étoiles à cet endroit est extrêmement généreux les chambres pourraient être plus propres et mériteraient d'être rénovées le service mériterait d'être un peu plus convivial,4,0.0922301957119695,"chambres, petites, chambres petites, propres",Chambre / Confort,29,0.2649256985663134,0
Michael Mathew,"Pas mal mais ne mérite pas la note de quatre étoiles, c'est 2 étoiles maximum",68,BW_Bretagne,549,2.0,3.8,3 stars,0.713093101978302,3,0.0,neu,fr,pas mal mais ne mérite pas la note de quatre étoiles c'est étoiles maximum,8,0.0250464222398686,"salle, bain, salle bain, douche",Salle de bain,16,0.0235410528396549,0
Kamina9512,2 est le bon nombre d'étoiles pour cet hôtel.,54,BW_Bretagne,549,2.0,3.8,3 stars,0.4886667728424072,3,0.0,neu,fr,est le bon nombre d'étoiles pour cet hôtel,0,0.027180038703175,"situé, hôtel, hôtel situé, métro",Localisation / Transports,10,0.0185836040839491,0
Roberto Ballerini,Environnement bruyant et salle de bain microscopique,37,BW_Bretagne,549,2.0,3.8,2 stars,0.42472705245018,2,-0.5,neg,fr,environnement bruyant et salle de bain microscopique,8,0.2185183224698076,"salle, bain, salle bain, douche",Salle de bain,7,0.2973033280890907,0
sami,La pièce est très étroite,278,BW_Bretagne,549,2.0,3.8,2 stars,0.4075567126274109,2,-0.5,neg,fr,la pièce est très étroite,8,0.0069254709537805,"salle, bain, salle bain, douche",Salle de bain,5,0.2050499815063631,0
pankaj kamdi,Les chambres sont trop petites,54,BW_Bretagne,549,2.0,3.8,2 stars,0.4895949959754944,2,-0.5,neg,fr,les chambres sont trop petites,4,0.3743544526955927,"chambres, petites, chambres petites, propres",Chambre / Confort,5,0.3618504852313366,0
Mathieu Beauchamp,La chambre es ridiculement petite pour le prix. L'air climatisées programmer pour s'éteindre à tout les heurs du coup on se réveille dans la nuit en sueur pour la rallumer. J'ai donc mal dormie à chaque nuit. Aussi J'ai entendu le,14,BW_Bretagne,549,1.0,3.8,2 stars,0.5967194437980652,2,-0.5,neg,fr,la chambre es ridiculement petite pour le prix l'air climatisées programmer pour s'éteindre à tout les heurs du coup on se réveille dans la nuit en sueur pour la rallumer j'ai donc mal dormie à chaque nuit aussi j'ai entendu le,3,0.1315760910583505,"chambre, petite, chambre petite, lit",Chambre / Confort,45,0.297364501058475,0
ella Leroy 45,"Une honte de louer des chambres dans un etat de travaux a ce niveau.baches dans les couloirs; odeur de peinture tres forte ds la chambre, marteau piqueur pour le reveil, pas deau chaude et pour la sortie il faut enjamber des gravats sous",37,BW_Bretagne,549,1.0,3.8,1 star,0.5289227962493896,1,-1.0,neg,fr,une honte de louer des chambres dans un etat de travaux a ce niveau baches dans les couloirs odeur de peinture tres forte ds la chambre marteau piqueur pour le reveil pas deau chaude et pour la sortie il faut enjamber des gravats sous,3,0.0511012537274016,"chambre, petite, chambre petite, lit",Chambre / Confort,44,0.4620438284305815,0
Céline Le Bastard,"Personnel agréable et chambre calme avec une bonne literie. En revanche le ménage n'est pas fait : poubelles non vidées, cheveux dans les draps, ongles coupés au sol, mouchoirs usagés sous le lit.",10,BW_Bretagne,549,1.0,3.8,3 stars,0.644992470741272,3,0.0,neu,fr,personnel agréable et chambre calme avec une bonne literie en revanche le ménage n'est pas fait poubelles non vidées cheveux dans les draps ongles coupés au sol mouchoirs usagés sous le lit,7,0.121878143497242,"agréable, super, accueil, séjour",Accueil / Service,33,0.0814899557133398,0
Ophélie Vallois,"Où sont les 4 étoiles ? Chambre sale, tâches sur les draps, les murs, moquette sale, trace suspecte sur les serviettes... salle de bain avec des recoins pleins de moisissure.",13,BW_Bretagne,549,1.0,3.8,4 stars,0.8454059362411499,4,0.5,pos,fr,où sont les étoiles chambre sale tâches sur les draps les murs moquette sale trace suspecte sur les serviettes salle de bain avec des recoins pleins de moisissure,8,0.1455591693061284,"salle, bain, salle bain, douche",Salle de bain,29,0.2876838650099604,0
Francoise Bouterre,Deux séjours au mois d août 2017 dans cet établissement : à chaque fois de très petites chambres où l on peut a peine se remuer à deux. Pas de place pour les valises. Petit déjeuner servi dans une salle en sous-sol qui fait surtout penser à,1,BW_Bretagne,549,1.0,3.8,2 stars,0.3745329678058624,2,-0.5,neg,fr,deux séjours au mois d août dans cet établissement à chaque fois de très petites chambres où l on peut a peine se remuer à deux pas de place pour les valises petit déjeuner servi dans une salle en sous-sol qui fait surtout penser à,2,0.0980111050835789,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,47,0.2849966165438301,0
Hyukao,"Je pense que BestWestern ne vaut plus ces quatre étoiles, à moins qu'on m'as donner la pire chambre de l'hôtel car les murs étais bizarre il y avait des tâches brunes, la baignoire trop petite ( on peux pas tendres les jambes et en largeur",1,BW_Bretagne,549,1.0,3.8,4 stars,0.8343470692634583,4,0.5,pos,fr,je pense que bestwestern ne vaut plus ces quatre étoiles à moins qu'on m'as donner la pire chambre de l'hôtel car les murs étais bizarre il y avait des tâches brunes la baignoire trop petite on peux pas tendres les jambes et en largeur,3,0.0944164235995305,"chambre, petite, chambre petite, lit",Chambre / Confort,47,0.2834625844030946,0
Eric Guedes (Urika44),Ce ne sera pas un grand souvenir. Déjà la réservation dans le cadre professionnel à été un parcours du combattant. A la centrale de réservation incontournable une interlocutrice patiente et très aimable cherchant des solutions à mes,22,BW_Bretagne,549,1.0,3.8,3 stars,0.3744409084320068,3,0.0,neu,fr,ce ne sera pas un grand souvenir déjà la réservation dans le cadre professionnel à été un parcours du combattant a la centrale de réservation incontournable une interlocutrice patiente et très aimable cherchant des solutions à mes,7,0.0209424443723873,"agréable, super, accueil, séjour",Accueil / Service,37,0.0423275755203103,0
Benjamin Dugers,"Franchement, le seul point positif c'est la franchise!!! Mais le discours est incroyable!!! j'appelle pour 16 chambres début juin et la réponse qu'on me donne quand j'explique que je suis dubitatif sur le prix proposé",10,BW_Bretagne,549,1.0,3.8,2 stars,0.372650533914566,2,-0.5,neg,fr,franchement le seul point positif c'est la franchise mais le discours est incroyable j'appelle pour chambres début juin et la réponse qu'on me donne quand j'explique que je suis dubitatif sur le prix proposé,4,0.038665494977451,"chambres, petites, chambres petites, propres",Chambre / Confort,39,0.2518468865465822,0
MAHIDINE AIT,"Hôtel qui ne peut pas prétendre à 4 étoiles ( c'est pas possible !!!!) Maximum 2* grand maximum.Un accueil très désagréable avec ce paiement en début de séjour montrant leur niveau de respect des clients. Pas de restaurant, une salle petit",3,BW_Bretagne,549,1.0,3.8,2 stars,0.7083024382591248,2,-0.5,neg,fr,hôtel qui ne peut pas prétendre à étoiles c'est pas possible maximum grand maximum un accueil très désagréable avec ce paiement en début de séjour montrant leur niveau de respect des clients pas de restaurant une salle petit,7,0.0609893584197446,"agréable, super, accueil, séjour",Accueil / Service,41,0.2633295967772449,0
mleroy8803,"L hotel est en renovation et devrait fermé tellement l'accueil est lamentable: chambre sale, bache sur le sol pour y acceder, odeur de peinture fraîche a donner la nausee, eau froide uniquement le matin, bruits des travaux assourdissants,",0,BW_Bretagne,549,1.0,3.8,1 star,0.6263285279273987,1,-1.0,neg,fr,l hotel est en renovation et devrait fermé tellement l'accueil est lamentable chambre sale bache sur le sol pour y acceder odeur de peinture fraîche a donner la nausee eau froide uniquement le matin bruits des travaux assourdissants,3,0.0479930495489467,"chambre, petite, chambre petite, lit",Chambre / Confort,39,0.4558274251758415,0
Menahem BELLAICHE,Quand on réserve un 4 étoiles on s'attend à un minimum de standing on peut dire qu'on s'est fait avoir . Ça vaut pas plus de deux étoiles. C'est vieux dégradé. Personnel peu accueillant . Bref je déconseille vraiment tout le monde de venir dans cette véritable arnaque,3,BW_Bretagne,549,1.0,3.8,2 stars,0.8885561227798462,2,-0.5,neg,fr,quand on réserve un étoiles on s'attend à un minimum de standing on peut dire qu'on s'est fait avoir ça vaut pas plus de deux étoiles c'est vieux dégradé personnel peu accueillant bref je déconseille vraiment tout le monde de venir dans cette véritable arnaque,5,0.0486950023007066,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,50,0.266884930077821,0
Meddy GARNIER,"Publicité mensongère , chambre familiale très petites par rapport aux photos , salle de bain si coincé que l'on peut pas être à 2 à l'intérieur, les photos quand à elle ne correspondent pas du tout , sur photos chambre récente design , mais",11,BW_Bretagne,549,1.0,3.8,2 stars,0.4532885551452636,2,-0.5,neg,fr,publicité mensongère chambre familiale très petites par rapport aux photos salle de bain si coincé que l'on peut pas être à à l'intérieur les photos quand à elle ne correspondent pas du tout sur photos chambre récente design mais,8,0.1152467675570935,"salle, bain, salle bain, douche",Salle de bain,42,0.287461968668376,0
Elie Casano,"Chambre sale, odeurs nauséabondes, changement d'hôtel immédiat après arrivée sur les lieux. Inadmissible.",4,BW_Bretagne,549,1.0,3.8,1 star,0.7582050561904907,1,-1.0,neg,fr,chambre sale odeurs nauséabondes changement d'hôtel immédiat après arrivée sur les lieux inadmissible,3,0.0634613690597693,"chambre, petite, chambre petite, lit",Chambre / Confort,14,0.4379786605970273,0
Khadi Ba,"Chambres étroites, chambres pas assez equipées, accueil désagréable",4,BW_Bretagne,549,1.0,3.8,2 stars,0.6276531219482422,2,-0.5,neg,fr,chambres étroites chambres pas assez equipées accueil désagréable,4,0.1086926268678781,"chambres, petites, chambres petites, propres",Chambre / Confort,8,0.2514131520747455,0
Belen Begraola,Top! Surclassé en chambre. Un hôtel impeccable y excellente situation. Petit déjeuner complet avec grand variété sale et sucré et équilibré . Personnel très accueillant et souriant. Un plaisir!,88,BW_Empire_Elysees,446,5.0,4.0,5 stars,0.885151207447052,5,1.0,pos,fr,top surclassé en chambre un hôtel impeccable y excellente situation petit déjeuner complet avec grand variété sale et sucré et équilibré personnel très accueillant et souriant un plaisir,2,0.0953514680287323,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,28,0.4652797079955366,0
renata rocchia,Excellent accueil. Excellent hôtel. Mention pour les coussins qui sont vraiment au top et la clim ultra silencieuse (qui se règle facilement). Hôtel et rue très calme. Le quartier au top. On reviendra sans faute ici pour un prochain séjour.,155,BW_Empire_Elysees,446,5.0,4.0,5 stars,0.8256212472915649,5,1.0,pos,fr,excellent accueil excellent hôtel mention pour les coussins qui sont vraiment au top et la clim ultra silencieuse qui se règle facilement hôtel et rue très calme le quartier au top on reviendra sans faute ici pour un prochain séjour,7,0.1072681929634183,"agréable, super, accueil, séjour",Accueil / Service,40,0.482101117706627,0
Com'on Gyro Pro,Bon hôtel très bien placé. À proximité immédiate de l’arc de triomphe et des centres d’intérêts. Un parking « interparking » a 150m pas cher pour Paris. Malheureusement non surveillé. Ce qui nous a valu le vol de notre caméra de recul.,10,BW_Empire_Elysees,446,5.0,4.0,4 stars,0.6306554675102234,4,0.5,pos,fr,bon hôtel très bien placé à proximité immédiate de l arc de triomphe et des centres d intérêts un parking interparking a m pas cher pour paris malheureusement non surveillé ce qui nous a valu le vol de notre caméra de recul,0,0.0482399787149376,"situé, hôtel, hôtel situé, métro",Localisation / Transports,42,0.2588667876523453,0
